Organization Name,IPO Status,Company Type,Number of Employees,Last Funding Type,Last Funding Date,Founded Date,Founded Date Precision,Operating Status,Number of Founders,Number of Funding Rounds,Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Industries,Headquarters Location
Menlo Security,Private,For Profit,251-500,Series E,2020-11-12,2012-01-01,year,Active,3.0,7.0,100000000.0,100000000.0,250816894.0,250816894.0,"HSBC, JP Morgan Chase, Sutter Hill Ventures, General Catalyst, Neuberger Berman",12.0,"San Francisco Bay Area, Silicon Valley, West Coast","Information Technology, Privacy and Security","Cyber Security, Network Security, Security","Mountain View, California, United States"
BitSight,Private,For Profit,501-1000,Corporate Round,2021-09-13,2011-01-01,year,Active,2.0,7.0,250000000.0,250000000.0,398000000.0,399000000.0,"Warburg Pincus, Menlo Ventures, National Science Foundation, Notable Capital, Liberty Global",14.0,"Greater Boston Area, East Coast, New England","Information Technology, Privacy and Security, Professional Services, Software","Cyber Security, Risk Management, Security, Software","Boston, Massachusetts, United States"
DeepScribe,Private,For Profit,51-100,Series B,2023-10-15,2017-06-01,month,Active,3.0,7.0,24000000.0,24000000.0,61200000.0,61200000.0,"Index Ventures, Stage 2 Capital, Plug and Play, 1984 Ventures, Industry Ventures",16.0,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Software","San Francisco, California, United States"
Clare&me,Private,For Profit,1-10,Grant,2024-08-08,2021-01-01,year,Active,3.0,5.0,0.0,4041953.0,5375737.0,5375737.0,"Antler, YZR Capital, Material Ventures, German Federal Ministry of Education and Research, Kodori AG",13.0,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Mental Health, Wellness","Berlin, Berlin, Germany"
Armada,Private,For Profit,101-250,Venture - Series Unknown,2024-07-11,2022-01-01,year,Active,2.0,3.0,40000000.0,40000000.0,100300000.0,100300000.0,"M12 - Microsoft's Venture Fund, Founders Fund, 8VC, Felicis, Silent Ventures",17.0,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Computing, Data Center, Software","San Francisco, California, United States"
Shift,Private,For Profit,251-500,Series D,2024-08-26,2013-11-01,day,Active,1.0,8.0,23714167.0,23714167.0,73791994.0,434887045.0,"Peak XV Partners, Challenger, Australian Business Securitisation Fund",3.0,"Asia-Pacific (APAC), Australasia","Financial Services, Lending and Investments, Other, Payments","B2B, Banking, Credit, FinTech, Payments","Sydney, New South Wales, Australia"
Sarvam AI,Private,For Profit,11-50,Series A,2023-12-07,2023-01-01,year,Active,2.0,2.0,41029452.0,41029452.0,41029452.0,41029452.0,"Khosla Ventures, Lightspeed Venture Partners, Peak XV Partners",3.0,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Software","Bengaluru, Karnataka, India"
Whop,Private,For Profit,11-50,Series A,2023-07-20,2021-03-01,day,Active,3.0,2.0,17000000.0,17000000.0,18000002.0,18000002.0,"Insight Partners, Peter Thiel, Edward Lando, Pareto Holdings, JAM Fund",17.0,"Greater New York Area, East Coast, Northeastern US","Commerce and Shopping, Internet Services","E-Commerce, Internet, Marketplace","Brooklyn, New York, United States"
sennder,Private,For Profit,501-1000,Series D,2021-06-01,2015-01-01,year,Active,3.0,8.0,80000000.0,80000000.0,340000000.0,340000000.0,"Accel, Baillie Gifford, Earlybird Venture Capital, HV Capital, Lakestar",18.0,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Manufacturing, Science and Engineering, Transportation","Freight Service, Industrial Automation, Logistics, Shipping, Supply Chain Management","Berlin, Berlin, Germany"
Property Finder,Private,For Profit,251-500,Debt Financing,2024-05-14,2005-01-01,year,Active,2.0,4.0,90000000.0,120000000.0,142000000.0,232000000.0,"General Atlantic, Endeavor Catalyst, Francisco Partners, VNV Global, Pegasus Capital",8.0,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Commerce and Shopping, Information Technology, Real Estate, Sales and Marketing, Software","Commercial Real Estate, CRM, Property Management, Real Estate, Rental, Residential","Dubai, Dubai, United Arab Emirates"
Agnikul,Private,For Profit,51-100,Series B,2023-10-17,2017-01-01,year,Active,3.0,6.0,26700000.0,26700000.0,61243144.0,61243144.0,"Rainmatter Capital, Venture Catalysts, LetsVenture, Anicut Capital, IIMA Ventures",32.0,Asia-Pacific (APAC),"Manufacturing, Science and Engineering","Aerospace, Manufacturing, Nanotechnology","Chennai, Tamil Nadu, India"
Inventive AI,Private,For Profit,1-10,Seed,2024-08-28,2023-01-01,year,Active,3.0,2.0,4000000.0,4000000.0,4500000.0,4500000.0,"General Catalyst, Soma Capital, Y Combinator, Sierra Ventures",4.0,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software","Mountain View, California, United States"
LevelTen Energy,Private,For Profit,101-250,Series D,2024-07-16,2016-01-01,year,Active,1.0,8.0,61138804.0,61138804.0,124558804.0,139558804.0,"Techstars, Google, Aster, Constellation, B Capital",21.0,"Greater Seattle Area, West Coast, Western US","Commerce and Shopping, Data and Analytics, Energy, Sustainability","Analytics, Energy, Marketplace, Renewable Energy","Seattle, Washington, United States"
mParticle,Private,For Profit,251-500,Series E,2021-10-05,2013-01-01,year,Active,3.0,10.0,150000000.0,150000000.0,267725000.0,272030000.0,"Google Ventures, Eniac Ventures, Permira, Correlation Ventures, FJ Labs",35.0,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Information Technology, Sales and Marketing, Software","Analytics, Big Data, Data Integration, Enterprise Software, Marketing Automation","New York, New York, United States"
Plenty,Private,For Profit,251-500,Grant,2023-02-02,2014-08-21,day,Active,4.0,8.0,20000000.0,400000000.0,941000000.0,961000000.0,"Walmart, DCVC, Bezos Expeditions, DCM Ventures, Innovation Endeavors",14.0,"San Francisco Bay Area, West Coast, Western US","Agriculture and Farming, Food and Beverage, Sustainability","AgTech, Farming, Food and Beverage, Sustainability","South San Francisco, California, United States"
Moda Operandi,Private,For Profit,251-500,Venture - Series Unknown,2024-08-28,2010-08-01,day,Active,2.0,10.0,10000000.0,10000000.0,354747906.0,403747906.0,"Fidelity, New Enterprise Associates, LVMH, G Squared, Advance",15.0,"Greater New York Area, East Coast, Northeastern US","Clothing and Apparel, Commerce and Shopping, Design, Internet Services","E-Commerce, Fashion, Internet, Retail","New York, New York, United States"
Pattern,Private,For Profit,1001-5000,Private Equity,2021-10-06,2013-01-01,year,Active,2.0,3.0,225000000.0,225000000.0,277000000.0,277000000.0,"Atrium Companies, Knox Lane, Ambridge Capital, KSV Global, Banner Capital Management, LLC",7.0,Western US,"Commerce and Shopping, Hardware, Software","E-Commerce, Retail Technology, Software","Lehi, Utah, United States"
Moglix,Private,For Profit,1001-5000,Series F,2022-01-28,2015-01-01,day,Active,1.0,8.0,250000000.0,250000000.0,472208452.0,472208452.0,"International Finance Corporation, Accel, InnoVen Capital, Venture Highway, Bessemer Venture Partners",18.0,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Commerce and Shopping, Manufacturing, Mobile, Other","B2B, E-Commerce, Industrial, Marketplace, Mobile","Singapore, Central Region, Singapore"
Tamara,Private,For Profit,251-500,Series C,2023-12-18,2020-02-01,month,Active,3.0,8.0,340000000.0,340000000.0,555600000.0,955600000.0,"Goldman Sachs, Shorooq Partners, Checkout.com, Coatue, Saudi Arabia's Public Investment Fund",17.0,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Commerce and Shopping, Financial Services, Payments","E-Commerce, Financial Services, FinTech, Payments, Retail, Shopping","Riyadh, Ar Riyad, Saudi Arabia"
FR8relay,Private,For Profit,1-10,Grant,2024-08-08,2018-05-22,day,Active,3.0,10.0,998234.0,100000.0,275000.0,2629234.0,"US Department of Energy, National Science Foundation, U.S. Department of Agriculture, Innova Memphis, Arkansas Economic Development Commission",5.0,Southern US,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Logistics, Machine Learning, Military, Software, Supply Chain Management","Bentonville, Arkansas, United States"
Stampli,Private,For Profit,251-500,Series D,2023-10-03,2015-01-01,year,Active,2.0,6.0,61000000.0,61000000.0,145700000.0,145700000.0,"Insight Partners, SignalFire, Bloomberg Beta, Blackstone Group, UpWest",7.0,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Professional Services, Science and Engineering, Software","Accounting, Artificial Intelligence (AI), Billing, Payments","Mountain View, California, United States"
Cleo,Private,For Profit,101-250,Series C,2021-03-30,2016-01-01,year,Active,2.0,4.0,40000000.0,40000000.0,80947607.0,80947607.0,"New Enterprise Associates, Felicis, PruVen Capital, Greylock, Gaingels",13.0,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Community and Lifestyle, Health Care","Employee Benefits, Family, Health Care","San Francisco, California, United States"
Hyperscience,Private,For Profit,251-500,Series E,2021-12-22,2014-01-01,year,Active,3.0,9.0,100000000.0,100000000.0,288879675.0,288879675.0,"Tiger Global Management, Bessemer Venture Partners, Global Founders Capital, Gaingels, Stripes",27.0,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), InsurTech, Machine Learning, SaaS","New York, New York, United States"
LogicMonitor,Private,For Profit,1001-5000,Debt Financing,2021-12-15,2007-01-01,year,Active,2.0,6.0,0.0,130000000.0,142949998.0,142949998.0,"Providence Equity Partners, Saratoga Partners",2.0,"West Coast, Western US","Data and Analytics, Hardware, Information Technology, Internet Services, Software","Analytics, Application Performance Management, Cloud Infrastructure, DevOps, Information Technology, IT Infrastructure, IT Management, SaaS","Santa Barbara, California, United States"
Scribd,Private,For Profit,251-500,Series E,2019-11-25,2007-03-01,month,Active,4.0,7.0,58000000.0,58000000.0,106750000.0,106750000.0,"Khosla Ventures, Y Combinator, Redpoint, CRV, Spectrum Equity",14.0,"San Francisco Bay Area, West Coast, Western US","Content and Publishing, Media and Entertainment, Music and Audio, Software","Audiobooks, Books, EBooks, File Sharing, News, Podcast, Publishing","San Francisco, California, United States"
Tock,Private,For Profit,101-250,Series C,2020-05-12,2014-01-01,year,Active,2.0,4.0,10000000.0,10000000.0,27525000.0,27525000.0,"Origin Ventures, Hyde Park Venture Partners, Valor Equity Partners, Pritzker Group Venture Capital, Chicago Ventures",5.0,"Greater Chicago Area, Great Lakes, Midwestern US","Food and Beverage, Information Technology, Internet Services, Software, Travel and Tourism","Cloud Data Services, Food and Beverage, Hospitality, Restaurants, Software","Chicago, Illinois, United States"
Cyberhaven,Private,For Profit,101-250,Series C,2024-06-11,2016-01-01,year,Active,5.0,4.0,88000000.0,88000000.0,136500000.0,136500000.0,"Khosla Ventures, Vertex Ventures, Redpoint, Costanoa Ventures, Adams Street Partners",18.0,"San Francisco Bay Area, Silicon Valley, West Coast","Data and Analytics, Information Technology, Privacy and Security","Analytics, Cloud Security, Cyber Security, Information Technology, Network Security, Security","San Jose, California, United States"
Cardurion Pharmaceuticals,Private,For Profit,11-50,Series B,2024-07-16,2017-01-01,year,Active,1.0,6.0,260000000.0,260000000.0,560000000.0,603150000.0,"Fidelity, Blue Owl, Takeda, Google Ventures, New Enterprise Associates",14.0,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Medical, Pharmaceutical","Boston, Massachusetts, United States"
Amperity,Private,For Profit,251-500,Series D,2021-07-13,2016-01-01,year,Active,2.0,6.0,100000000.0,100000000.0,187000000.0,187000000.0,"Goldman Sachs, Tiger Global Management, Liquid 2 Ventures, Madrona, Hyde Park Venture Partners",18.0,"Greater Seattle Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Data Management, Marketing, SaaS","Seattle, Washington, United States"
Wagestream,Private,For Profit,101-250,Venture - Series Unknown,2024-04-17,2018-01-01,year,Active,2.0,9.0,21792895.0,21792895.0,131829232.0,278648883.0,"BlackRock, Ascension, Balderton Capital, XYZ Venture Capital, Smash Capital",18.0,"Europe, Middle East, and Africa (EMEA)","Apps, Financial Services, Software","Apps, Finance, Financial Services, FinTech","London, England, United Kingdom"
Snapdocs,Private,For Profit,251-500,Series D,2021-05-25,2012-01-01,year,Active,1.0,6.0,150000000.0,150000000.0,253000054.0,253000054.0,"DocuSign, Sequoia Capital, Wellington Management, Y Combinator, F-Prime Capital",20.0,"San Francisco Bay Area, West Coast, Western US","Financial Services, Real Estate, Software","FinTech, Mortgage, PropTech, Real Estate, Residential, Software","San Francisco, California, United States"
GalaxEye,Private,For Profit,1-10,Series A,2024-07-10,2020-01-01,year,Active,6.0,4.0,6587248.0,6587248.0,10087248.0,10087248.0,"Google, Rainmatter Capital, Anicut Capital, Artha Group, ideaForge",16.0,Asia-Pacific (APAC),"Hardware, Transportation","Satellite Communication, Space Travel","Chennai, Tamil Nadu, India"
HiddenLayer,Private,For Profit,11-50,Series A,2023-09-19,2022-01-01,year,Active,3.0,2.0,50249922.0,50249922.0,56249922.0,56249922.0,"M12 - Microsoft's Venture Fund, Secure Octane, Moore Strategic Ventures, IBM Ventures, Ten Eleven Ventures",8.0,Southern US,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Software","Cyber Security, Machine Learning, Security","Austin, Texas, United States"
GumGum,Private,For Profit,251-500,Series E,2021-04-13,2008-01-01,year,Active,2.0,7.0,75000000.0,75000000.0,133825000.0,133825000.0,"First Round Capital, New Enterprise Associates, Upfront Ventures, Crosscut Ventures, GS Growth",8.0,"Greater Los Angeles Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Digital Media, Machine Learning, Natural Language Processing","Santa Monica, California, United States"
Cross River Bank,Private,For Profit,501-1000,Secondary Market,2023-11-01,2008-01-01,year,Active,1.0,7.0,0.0,620000000.0,775000000.0,908000000.0,"Andreessen Horowitz, Kohlberg Kravis Roberts, T. Rowe Price, VCI Global, IPOSharks",15.0,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments","Banking, Financial Services, FinTech","Fort Lee, New Jersey, United States"
Finom,Private,For Profit,101-250,Series B,2024-01-17,2019-01-01,year,Active,8.0,5.0,54427752.0,54427752.0,108565598.0,108565598.0,"General Catalyst, FJ Labs, Target Global, Entrée Capital, Northzone",18.0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Financial Services,"Financial Services, FinTech, InsurTech","Amsterdam, Noord-Holland, The Netherlands"
